files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.26739304506776856,0.29916901646278454,0.1314891708636783,0.20855811914270356,0.09653791171391327,0.24604543841243645,0.22847003315815717,0.1325341492192963,0.044002657541856595,0.025588299833882854,0.11519795320507671,0.13349318694745604,0.19746657224275804,0.24717184530555228,0.1607023889987435
0.2813636980980755,0.06743095716160301,0.08501499914142459,0.06259824096956149,0.2999485071120955,0.025368092390895325,0.18274073831217477,0.1436971095150668,0.04288242223142358,0.16280392743537062,0.1488359865749305,0.22907270753696296,0.09807154061937313,0.20168728546350703,0.280647187278972
0.06035156690201368,0.17007568583493493,0.24907692183489985,0.026213795348393076,0.2837664589764237,0.09231289176154388,0.23386878855458906,0.12809262805974994,0.27370459172764694,0.21247576616570138,0.007280879425631614,0.1791795293044471,0.2351161642114303,0.03187968102141451,0.03533005659545972
0.2661796963275415,0.09918418492806559,0.08861554299981994,0.033378211339531914,0.08446876787112866,0.1958918126655798,0.04667756603722369,0.028949959531635715,0.26978384107951214,0.21913474754409779,0.03341827579865215,0.28009793154715973,0.27644707946509256,0.04867523410653186,0.16996149074932035
0.05022164443699497,0.23298386512564856,0.1013218185567351,0.22438688922091912,0.05585978479666652,0.20605565310698712,0.1295670046786513,0.003730289722906654,0.2098936185827668,0.030590195596622325,0.29693802722861473,0.15396894281419518,0.2950799830539129,0.1720227945301048,0.011566779281042994
0.23337128348739333,0.2107900400549437,0.1839732528692455,0.08538052337822372,0.125134096588798,0.16751787424445908,0.2738892445376737,0.006653755605708555,0.2676669734569086,0.1925915493186707,0.04465017322548177,0.05343000455499173,0.2991445109710651,0.06537065893247664,0.12886333388608956
0.03380395593750415,0.29470961133207135,0.19373580227144513,0.22619992733147448,0.09509367649821927,0.2812212583350822,0.18360613602021442,0.24130379222459167,0.25630897581353795,0.2448280549936633,0.2452533847905376,0.15465390699284143,0.21442869313731935,0.1740211934644128,0.09449479166733203
0.01126023206240152,0.025644001340016497,0.05642766349884845,0.19524732172379408,0.060165293450824636,0.2110159209431896,0.07449746838555488,0.0470339587924508,0.08439303775631869,0.02497759289284701,0.05889537412333402,0.17056429019376318,0.11141972836331927,0.04165749629247597,0.04853649148412146
0.025905190421116154,0.27738948965610005,0.28261590619156157,0.2704004758828378,0.038274324079262,0.2448835868830552,0.014562732716556136,0.031744637080889336,0.1523885079317131,0.29592006069976307,0.038097308117232005,0.10490509744995198,0.2801459511058514,0.24009784537647672,0.052736485510901376
0.28320128591760113,0.016278880767303317,0.2718886667737098,0.02403435565395676,0.16870117629529632,0.18651227987778982,0.10268926276716003,0.0839917924458705,0.18846104677948655,0.2046016752802802,0.21715465717254326,0.14996995310581132,0.05977696833985245,0.005945799819567021,0.058933852020704044
